c_id,semester,course_year,s_id,grade,ex_grade,moedAgrade,moedBgrade
42780,1,2017,4067747,83.0,69,97,-1
66390,2,2009,9535501,73.3,92,70,-1
28155,1,2016,2325546,67.35000000000001,91,48,-1
30466,1,2008,9566168,67.6,70,67,-1
39008,2,2002,9957509,90.9,100,86,-1
56867,2,2017,5311211,85.25,83,86,-1
84084,1,2017,3979966,76.0,73,78,-1
92048,1,2003,2901484,55.099999999999994,67,55,53
92016,1,2018,6846640,93.4,89,97,-1
44919,2,2009,5058358,79.8,60,62,93
25603,1,2001,6324172,90.3,98,87,-1
11665,1,2016,2414707,88.25,80,40,95
81445,2,2017,1024366,86.44999999999999,89,86,-1
31861,2,2009,6796452,71.1,83,66,-1
51050,1,2015,8683653,82.6,88,82,-1
92893,2,2003,2599610,68.60000000000001,87,54,64
72316,1,2013,6953162,88.4,78,94,-1
29313,1,2013,5623380,97.64999999999999,72,99,-1
82173,2,2010,6759229,80.69999999999999,62,84,-1
25853,2,2001,9332251,82.0,61,82,-1
88812,1,2013,5578043,87.0,72,97,-1
76309,1,2014,1320187,69.8,66,42,70
83034,1,2017,1880927,84.25,82,48,85
85553,1,2002,2542564,85.6,88,84,-1
81927,2,2006,8845928,70.55000000000001,81,40,62
13378,2,2018,3438768,83.39999999999999,68,53,90
31981,1,2012,1208786,65.0,77,61,-1
19696,2,2012,6324547,80.69999999999999,87,40,78
55129,1,2008,7816641,89.75,68,97,-1
95936,2,2016,6210520,60.8,74,52,-1
18548,1,2003,6953162,98.75,94,99,-1
10892,2,2005,4332970,79.80000000000001,60,96,-1
70245,2,2016,3656886,84.80000000000001,68,41,89
90922,2,2006,3052609,75.2,99,48,65
50016,2,2014,8226371,95.3,98,95,-1
94121,1,2007,8620836,68.25,64,69,-1
30429,1,2016,6944870,81.60000000000001,76,83,-1
19565,1,2020,7211792,75.0,72,52,77
95936,1,2007,1796160,87.0,78,90,-1
50614,1,2020,4254724,81.4,61,95,-1
20002,2,2003,4286141,70.0,62,56,78
84597,1,2012,5685070,79.0,61,85,-1
14246,2,2012,4979223,65.5,61,70,-1
20002,1,2014,6782934,72.55000000000001,83,64,-1
35497,2,2002,7275548,68.2,89,63,-1
50016,2,2014,1714646,67.1,86,65,-1
55129,1,2005,3770315,89.5,70,53,100
75287,1,2018,6838959,62.8,81,55,-1
62360,2,2003,6512564,75.5,60,91,-1
79638,2,2006,1359112,73.0,61,46,73
68669,1,2004,4927956,85.7,99,80,-1
42713,2,2000,9470593,90.0,77,90,-1
66390,2,2009,1781715,92.8,86,94,-1
31981,1,2000,3587099,84.1,79,50,85
77791,2,2020,2950265,89.9,73,99,-1
48271,1,2014,2403372,54.0,92,40,54
92048,1,2003,5058358,81.7,80,82,-1
88496,1,2007,5907258,65.5,79,61,-1
99478,1,2010,5667574,66.0,73,52,66
80245,1,2015,7906792,82.9,88,82,-1
25853,1,2016,9329760,76.5,72,78,-1
14231,1,2005,2110150,91.0,91,91,-1
68669,1,2004,6556675,97.89999999999999,100,97,-1
79651,2,2008,9563883,63.8,74,59,62
81865,2,2005,6348985,61.05,63,47,60
10892,2,2005,1511460,80.65,79,82,-1
74059,2,2014,7662545,86.4,99,85,-1
34701,2,2012,3145694,85.95000000000002,81,90,-1
13378,2,2003,6324547,79.9,70,43,81
84084,1,2017,8891491,69.8,65,73,-1
34701,1,2013,7408615,68.55,100,63,-1
33402,2,2019,7832171,54.0,60,51,54
65715,1,2016,6684108,73.0,89,73,-1
66081,1,2006,1241673,64.0,63,62,64
79495,1,2009,6944901,90.6,78,99,-1
83995,1,2001,3753531,93.4,73,97,-1
26045,1,2012,3528110,68.8,76,47,68
78834,2,2019,8395811,67.5,62,57,72
79651,1,2009,5595448,94.79999999999998,72,96,-1
40385,1,2018,5974674,98.0,95,62,98
94121,1,2007,9472635,74.69999999999999,90,72,-1
51955,1,2006,3438768,94.0,86,45,94
83034,2,2006,2134831,83.25,67,46,92
45939,1,2010,4497001,62.6,74,62,-1
90269,2,2016,7838515,70.7,95,68,-1
51050,1,2015,4226619,88.2,72,90,-1
52861,1,2019,6512564,69.2,68,70,-1
37396,2,2012,1526449,64.0,72,53,62
84136,1,2019,1071369,82.3,83,82,-1
46361,1,2015,3796454,81.75,87,47,80
28155,1,2008,6604179,77.80000000000001,61,82,-1
21192,2,2017,3946770,77.15,83,50,74
68318,2,2011,9508433,98.55,71,100,-1
84084,1,2017,6100092,65.4,93,47,-1
58606,1,2009,5021219,87.0,94,80,-1
41712,1,2010,9476022,90.0,75,90,-1
68669,1,2020,9319449,68.60000000000001,87,64,-1
49990,1,2000,2806090,93.4,97,93,-1
26838,2,2010,7837649,68.6,83,58,65
65621,2,2011,6229972,62.8,61,64,-1
18548,1,2003,8724364,95.35,64,97,-1
11665,1,2016,8584164,73.75,60,85,-1
39194,2,2019,4335077,93.2,94,42,93
30041,2,2001,3054962,88.60000000000001,94,88,-1
50593,1,2008,2025699,72.1,84,48,70
75814,1,2014,3830625,73.4,62,81,-1
74410,2,2001,9607941,67.55000000000001,78,59,-1
26838,2,2010,6981486,93.4,67,100,-1
99715,2,2001,1132538,96.2,89,98,-1
94050,1,2015,6324547,85.94999999999999,66,87,-1
15282,2,2000,1403806,82.0,79,45,82
33073,1,2000,1774962,94.2,96,42,93
78834,2,2002,9281899,81.8,97,81,-1
56562,2,2003,1543674,74.10000000000001,75,74,-1
11017,2,2006,9639391,64.0,65,64,-1
45939,1,2010,3860782,85.2,89,85,-1
31981,1,2000,7789141,70.8,81,47,69
75677,2,2006,7982453,74.0,62,77,-1
92016,1,2018,4492818,65.35000000000001,89,46,-1
67291,1,2005,5267294,91.5,90,92,-1
80245,2,2008,9516856,88.5,86,91,-1
88812,2,2005,5716175,62.3,74,56,-1
82740,1,2007,6373635,82.0,65,82,-1
35497,2,2002,4328606,68.60000000000001,67,69,-1
40385,1,2018,8683653,95.0,77,95,-1
99327,2,2001,3785966,70.85,65,74,-1
69221,1,2006,4460578,79.45,69,80,-1
96268,2,2016,3774981,90.2,77,99,-1
13378,2,2018,4290437,90.2,79,95,-1
89786,1,2010,3954980,76.3,70,48,77
97027,1,2018,2331057,95.75,100,95,-1
65723,1,2006,9992866,65.6,74,60,-1
29684,2,2020,7427872,82.39999999999999,79,83,-1
36032,2,2004,6981486,85.5,96,81,-1
51955,1,2006,9582967,80.0,71,80,-1
89786,1,2010,4225723,77.2,61,79,-1
66081,2,2000,5692935,80.35000000000001,71,88,-1
67380,1,2001,2604650,76.8,60,88,-1
31595,1,2010,2414707,83.5,74,93,-1
65621,2,2011,9865996,60.599999999999994,72,53,-1
40048,1,2020,7982453,81.85000000000001,89,76,-1
45463,2,2018,6681389,82.5,84,82,-1
20002,1,2014,2696644,73.7,88,62,-1
99327,2,2001,6643440,63.0,63,63,-1
30429,1,2008,7967449,61.400000000000006,63,41,61
57266,1,2017,9157779,66.7,64,43,67
15588,2,2007,4225723,71.5,66,77,-1
26045,1,2012,9596102,96.30000000000001,99,96,-1
37396,2,2012,1497560,70.80000000000001,70,71,-1
36844,2,2015,6759229,93.7,82,95,-1
49990,1,2006,2235832,69.15,88,59,-1
20002,2,2003,2397551,72.5,86,59,-1
99929,2,2020,7523605,74.80000000000001,98,69,-1
89786,2,2018,6178578,85.80000000000001,93,52,84
21415,1,2010,2119141,76.0,79,43,75
48117,1,2015,6818635,87.95,99,82,-1
63073,1,2012,9943770,79.75,67,82,-1
58088,1,2004,6335164,86.0,70,56,90
47465,2,2013,3601347,66.25,88,59,-1
79651,1,2009,5267294,93.9,73,95,-1
20002,2,2003,1024391,83.5,87,80,-1
46361,1,2015,9599360,74.5,64,44,78
65723,1,2006,4446626,70.2,78,65,-1
14390,1,2006,3765014,73.8,67,75,-1
74059,2,2014,7395295,88.39999999999999,85,89,-1
22316,1,2001,5770992,79.25,63,88,-1
36032,2,2010,9395357,73.9,70,46,76
31595,1,2010,4635244,89.5,91,88,-1
74059,2,2014,3601347,89.35,97,88,-1
97631,2,2015,1844386,62.0,81,43,-1
47465,2,2009,4245949,72.64999999999999,85,72,-1
90944,1,2009,8678680,68.0,67,68,-1
90269,2,2016,9043976,94.60000000000001,100,94,-1
15282,1,2003,8088886,72.25,68,56,73
80245,2,2005,6664415,96.0,78,96,-1
63122,1,2002,6914548,89.69999999999999,96,44,87
26838,2,2000,1141682,89.0,71,95,-1
37396,2,2012,9449516,83.80000000000001,83,84,-1
25826,2,2006,2451648,86.2,97,85,-1
62360,1,2009,1526449,74.95,86,52,73
65998,1,2006,8880176,87.75,85,90,-1
45939,1,2010,3539161,66.6,97,51,65
65998,1,2006,5455366,96.30000000000001,93,99,-1
51955,1,2006,2134184,70.0,79,70,-1
92016,1,2018,2986186,83.65,82,85,-1
30041,2,2001,9439696,61.900000000000006,61,62,-1
46361,2,2006,4226619,85.55000000000001,85,86,-1
90269,2,2016,7288213,73.2,66,74,-1
35962,1,2014,1689343,90.45,80,99,-1
47244,1,2007,6335164,75.7,100,73,-1
78834,2,2002,1497560,93.25,60,95,-1
11017,2,2006,6651534,91.0,65,43,91
69914,1,2018,5624782,76.39999999999999,65,77,-1
37478,1,2002,4837537,98.5,70,100,-1
65621,2,2011,8863493,83.6,86,82,-1
76309,1,2014,4267201,94.0,94,94,-1
64142,1,2013,5624782,62.8,73,54,61
82459,1,2014,4290437,71.5,62,81,-1
31981,1,2000,1696551,94.25,73,98,-1
37060,1,2003,4317085,78.8,86,74,-1
80446,1,2001,5861691,72.0,100,44,-1
43284,1,2006,9933545,88.25,80,95,-1
66390,1,2009,5037932,70.0,80,70,-1
59183,1,2010,7385615,90.39999999999999,70,94,-1
39008,2,2002,2923552,77.0,64,84,-1
68669,1,2020,5267294,90.60000000000001,97,42,89
58076,1,2018,2129700,89.75,80,93,-1
43284,2,2000,5522823,83.5,75,57,85
95936,1,2007,1850425,85.0,97,81,-1
85553,1,2006,9563883,79.5,92,67,-1
15270,1,2017,4939633,78.55,74,45,81
84597,1,2009,8881394,79.5,90,69,-1
19395,2,2012,1304031,73.0,83,73,-1
76309,1,2014,8168944,84.8,81,49,85
62360,2,2003,7838515,84.5,73,56,96
25603,1,2001,8297358,99.3,100,99,-1
92893,1,2020,9989719,64.7,90,44,-1
89372,2,2019,6324172,84.2,71,93,-1
66390,1,2019,5372725,67.9,70,67,-1
12899,2,2010,4040374,66.0,62,59,67
46361,1,2015,4226619,86.5,100,51,82
59395,1,2012,8467132,70.3,64,73,-1
62574,2,2017,3539161,98.0,85,98,-1
46361,1,2014,5296310,94.49999999999999,69,99,-1
90432,2,2005,1734176,71.0,67,72,-1
84136,1,2019,5807373,66.89999999999999,76,63,-1
67380,2,2015,9035871,83.5,90,80,-1
89786,1,2010,5737481,92.6,98,92,-1
40048,1,2020,5686440,92.80000000000001,95,91,-1
27266,2,2014,4693612,88.69999999999999,81,92,-1
74984,1,2017,1774962,83.0,68,98,-1
13378,2,2003,8168944,88.4,65,91,-1
45413,2,2000,1251116,60.050000000000004,75,52,-1
74802,1,2010,9879175,96.75,90,99,-1
47465,2,2016,9620310,68.10000000000001,89,42,51
27821,1,2002,6221100,65.25,90,57,-1
52778,2,2017,8079893,82.35,70,55,83
30041,2,2015,8722100,71.75,62,77,-1
80307,1,2008,6328957,67.35,74,67,-1
85305,2,2018,2666225,98.7,87,100,-1
79638,2,2006,2896788,87.0,96,56,87
21591,2,2002,6778123,60.0,78,54,58
18282,2,2013,8566038,87.99999999999999,67,53,97
79651,1,2000,4217442,89.4,79,42,92
94050,2,2009,9247190,99.45,100,99,-1
84269,2,2019,6417666,78.15,71,82,-1
65998,2,2000,4446626,94.5,98,43,93
86070,2,2007,7488218,70.1,99,65,-1
59395,1,2012,4267201,89.5,65,100,-1
45939,1,2010,5103998,64.35,90,63,-1
78676,1,2006,9112083,88.0,72,88,-1
58517,2,2005,6846640,92.0,78,92,-1
30466,1,2008,7947185,66.4,60,68,-1
81445,1,2013,1761574,76.5,66,81,-1
84597,2,2013,2903152,64.4,62,56,66
40667,2,2011,2254821,63.4,92,40,-1
57266,1,2017,1892936,83.4,60,58,86
45413,2,2000,3189607,66.45,84,57,-1
33230,1,2000,1736458,79.0,85,77,-1
51399,2,2000,8722100,94.25,80,99,-1
74023,1,2002,2019687,50.0,87,54,50
77791,2,2020,5267294,76.35,90,69,-1
81573,1,2010,2822184,68.10000000000001,67,69,-1
63073,1,2012,2346915,91.05,97,90,-1
51050,1,2009,8392413,98.65,91,100,-1
71634,1,2018,6563120,88.0,76,88,-1
56193,2,2007,1919142,70.1,68,71,-1
88430,1,2000,2346030,71.5,84,59,-1
50016,2,2014,7594001,80.2,73,55,81
69261,2,2011,5949741,89.2,93,89,-1
81865,2,2005,6983942,81.05,96,73,-1
15402,2,2007,8860635,65.6,100,57,-1
82598,1,2012,6604179,62.0,98,55,62
49990,1,2006,4245949,67.35,94,53,-1
84597,2,2013,1531264,65.8,94,47,-1
43284,1,2006,4979223,73.05,100,51,-1
82173,2,2010,1595638,64.5,90,60,-1
85305,2,2018,7696244,93.60000000000001,72,55,96
26406,2,2008,2597420,64.6,85,61,-1
74802,1,2010,6092570,68.75,86,63,-1
36844,2,2015,9700747,77.80000000000001,67,79,-1
44919,2,2009,8292046,68.2,88,55,-1
68669,1,2020,6879264,73.4,79,50,72
97027,1,2018,7105471,62.3,81,59,-1
14390,2,2019,7255789,79.85,77,80,-1
26838,2,2000,3788558,91.25,77,96,-1
21070,2,2015,5919551,74.14999999999999,96,73,-1
55129,2,2006,3016735,98.0,66,98,-1
99327,2,2001,9390524,90.05,92,89,-1
33548,1,2011,2016119,89.7,82,96,-1
74023,2,2000,5919551,65.05,67,49,64
34701,1,2013,7789141,83.14999999999999,67,86,-1
30429,1,2016,7238824,92.20000000000002,77,52,96
92048,1,2004,5660191,84.5,73,96,-1
58606,1,2009,8877764,73.5,68,79,-1
58517,2,2005,6229972,72.0,85,72,-1
45463,2,2018,6886206,79.25,80,79,-1
56562,1,2014,4737117,86.2,94,82,-1
92893,2,2003,2183317,92.0,100,55,90
79651,1,2000,5448518,83.0,79,84,-1
20107,1,2010,9010135,76.85,74,77,-1
52126,1,2005,5394260,94.00000000000001,82,97,-1
96744,2,2010,8673003,68.75,71,68,-1
76309,1,2014,2207719,62.5,72,46,62
29313,1,2017,5593833,94.79999999999998,92,96,-1
81865,2,2005,9782918,78.75,95,70,-1
55150,1,2006,4088588,77.1,72,78,-1
71661,2,2014,9010135,86.8,83,87,-1
65621,2,2011,9515119,87.0,78,93,-1
30041,2,2015,7427872,68.15,87,58,-1
83034,1,2017,7837649,79.25,92,75,-1
89114,2,2015,4254724,74.4,96,53,69
14390,2,2019,9449516,83.2,68,84,-1
20002,2,2003,9329760,84.5,72,48,97
66390,1,2009,2403372,64.0,84,64,-1
79638,2,2006,7735706,84.0,91,84,-1
55150,1,2010,9147139,66.65,65,68,-1
61022,2,2004,2211524,77.64999999999999,90,59,77
35497,2,2018,7401631,94.19999999999999,83,99,-1
71634,1,2018,9095102,77.0,90,65,77
89786,2,2016,4446626,74.30000000000001,60,50,82
25826,2,2006,9601012,69.7,76,58,69
88430,1,2000,9636176,71.0,67,75,-1
42514,2,2006,1262757,82.6,67,93,-1
73747,1,2002,9491203,71.05000000000001,60,77,-1
45413,2,2000,9943770,74.55000000000001,70,77,-1
58517,1,2007,6014895,65.5,76,61,-1
64142,2,2007,5197160,67.0,76,40,64
62574,1,2005,9865996,77.2,97,61,-1
68669,1,2004,6328957,81.5,99,74,-1
88431,1,2006,1437222,81.25,85,80,-1
30429,1,2004,1215021,77.2,97,61,-1
41712,1,2010,4439811,100.0,66,43,100
22316,1,2001,8329501,65.35,66,65,-1
30041,2,2015,8881394,65.5,85,55,-1
98403,1,2010,4177835,73.2,75,60,73
56193,2,2007,7999488,66.1,85,58,-1
20107,1,2001,4693612,66.60000000000001,81,63,-1
93831,2,2012,1041091,83.5,93,83,-1
45413,2,2000,1346923,70.8,63,75,-1
37713,2,2018,4745587,66.05,72,46,65
31981,1,2000,4927956,94.6,64,100,-1
15282,1,2006,8199309,81.2,62,86,-1
74059,2,2014,6168394,82.69999999999999,64,86,-1
70027,1,2018,1376261,64.0,88,40,-1
67380,1,2001,2134184,89.0,92,87,-1
15270,1,2017,3587099,85.7,87,85,-1
11665,1,2016,3695149,66.30000000000001,63,69,-1
92893,1,2020,4780923,80.5,97,67,-1
63122,1,2002,2087935,77.3,85,74,-1
97631,2,2015,2866605,81.0,68,94,-1
21323,2,2007,1437222,73.85,71,53,74
88430,1,2019,6666956,94.9,91,97,-1
76309,2,2014,9112872,72.35,63,50,74
47465,2,2016,7637046,85.35000000000001,76,93,-1
94296,2,2012,8865503,71.0,89,69,-1
80446,1,2001,1148341,79.5,88,71,-1
89786,1,2010,1774962,86.7,84,87,-1
16221,2,2012,2698613,71.9,89,70,-1
61022,2,2004,2822184,99.8,96,56,100
27919,2,2005,6446555,71.94999999999999,71,48,72
42780,1,2017,2134831,90.5,97,84,-1
55150,1,2010,2403372,68.9,81,59,-1
74984,1,2017,9142792,82.5,73,92,-1
51050,1,2015,6643440,80.0,80,80,-1
30429,1,2008,4977298,78.0,90,40,75
37396,2,2012,5667574,92.0,80,95,-1
98403,1,2005,4977298,71.0,80,65,71
74023,2,2000,4244212,68.65,68,69,-1
10892,2,2005,5421792,86.45,98,77,-1
37713,2,2018,7277752,70.35,61,55,72
40385,1,2018,3399581,95.0,66,95,-1
71661,2,2014,7917248,68.55,98,67,-1
61022,2,2004,8891491,83.0,64,55,84
90269,2,2016,7838515,88.5,66,91,-1
53872,1,2004,5685070,61.65,93,60,-1
27821,1,2002,4484253,72.5,68,74,-1
63891,1,2015,2698613,82.60000000000001,76,88,-1
14390,2,2019,6838959,85.4,74,86,-1
52861,1,2019,5445552,74.2,79,71,-1
73554,2,2004,9606220,88.5,93,84,-1
66390,1,2019,6750414,70.7,91,62,-1
20002,2,2010,2254821,79.8,70,84,-1
58088,1,2004,3103368,82.60000000000001,61,88,-1
59183,1,2010,3316882,58.45,78,59,55
18548,1,2003,6878362,58.95,96,59,57
71634,1,2018,6144572,78.0,90,78,-1
48271,1,2001,2363489,66.1,67,46,66
42011,1,2014,6681389,83.1,82,40,84
92893,2,2015,3731108,71.4,87,61,-1
85553,1,2006,5633024,86.5,96,77,-1
59183,1,2010,2667748,76.75,81,76,-1
89786,2,2018,4599398,67.2,68,51,67
82740,1,2007,9601012,94.0,71,94,-1
27919,2,2008,1748299,64.0,88,48,58
62574,2,2017,9043976,82.0,100,54,82
58606,1,2009,9933545,77.5,94,61,-1
45463,2,2018,3423156,76.25,92,71,-1
26045,1,2012,9319449,80.8,88,80,-1
37060,2,2019,3830625,76.60000000000001,88,43,76
54012,1,2000,1132538,93.6,81,46,99
35978,1,2003,8088886,70.9,76,70,-1
49990,1,2000,6328957,69.2,62,70,-1
14390,1,2006,2842647,68.85,68,69,-1
54012,1,2000,3480308,71.0,85,65,-1
27821,1,2002,8390447,88.75,61,98,-1
39008,1,2002,1388185,67.6,91,52,-1
95578,2,2020,4840226,87.0,74,57,87
80245,2,2005,6778123,70.0,65,70,-1
69221,1,2006,8258599,95.99999999999999,96,96,-1
84753,1,2020,6032435,88.3,89,88,-1
80446,1,2001,1944118,80.5,76,85,-1
81445,1,2013,8407143,65.3,66,65,-1
40048,1,2020,3788558,66.30000000000001,63,69,-1
82459,1,2014,4277147,87.5,89,86,-1
88496,1,2007,4446626,78.5,89,75,-1
62977,2,2008,8863493,68.15,61,74,-1
20107,2,2017,2600776,90.95,97,86,-1
55129,1,2005,6584016,69.55000000000001,65,72,-1
36844,2,2015,7819441,64.30000000000001,85,62,-1
98403,1,2010,2332830,83.60000000000001,89,40,83
40667,2,2011,4568404,84.75,93,78,-1
78676,1,2006,8673742,67.0,61,67,-1
79638,2,2006,7917248,74.0,84,74,-1
26045,1,2012,3557627,82.0,100,53,80
94050,1,2015,5248610,61.4,88,56,60
48271,1,2014,4151690,78.0,67,78,-1
68669,1,2014,8719419,66.85,83,66,-1
11017,2,2020,2854236,59.05,99,40,52
74023,1,2002,6942519,96.0,90,42,96
40048,1,2020,2019687,85.15,67,42,100
88812,2,2005,1359112,72.45,90,63,-1
66390,1,2019,8048106,77.0,70,49,80
74410,2,2004,4515927,82.5,87,81,-1
89786,2,2016,4277147,69.3,68,70,-1
80742,2,2014,8710449,74.0,97,74,-1
72273,2,2019,9989719,67.94999999999999,67,68,-1
96744,2,2010,9700747,70.5,87,65,-1
31981,1,2000,8710449,65.55,63,65,66
62360,2,2003,7667859,71.0,79,63,-1
97631,2,2015,2982680,81.5,67,40,96
46361,2,2006,4267201,78.7,71,85,-1
64142,1,2013,6586480,85.35000000000001,76,58,87
20107,2,2017,3308066,65.30000000000001,73,59,-1
62574,1,2005,8407143,71.9,62,65,80
50593,1,2018,6913889,78.1,90,73,-1
33548,1,2011,1919142,82.65,81,84,-1
94296,2,2012,4131852,90.80000000000001,62,94,-1
61022,2,2004,7967449,92.8,89,93,-1
74023,2,2000,3996386,77.55,99,66,-1
36530,2,2009,8925982,91.6,94,90,-1
39024,2,2019,6944870,82.89999999999999,92,79,-1
96268,2,2016,4598824,64.0,88,48,-1
33402,2,2019,8154863,51.0,85,55,51
27064,1,2000,9217830,81.0,86,76,-1
29684,2,2020,2451648,91.85000000000001,91,46,92
96268,2,2016,3268717,75.4,70,76,-1
90944,1,2009,9565912,99.0,97,99,-1
46119,1,2003,4067747,61.2,98,52,-1
36032,2,2010,5178565,67.65,93,54,-1
88430,1,2019,3644922,63.8,95,47,-1
79495,1,2015,9691795,82.05,71,84,-1
50614,1,2014,1892936,93.15,97,90,-1
74023,2,2000,4816106,79.5,73,49,83
42011,1,2014,6066721,72.8,64,56,80
45413,2,2000,3052609,82.9,92,78,-1
83034,1,2017,1714646,64.0,73,61,-1
71661,2,2014,4039647,84.9,83,43,85
80446,1,2001,6886079,75.0,96,54,-1
83034,2,2006,4363088,76.30000000000001,75,77,-1
93003,2,2004,3696791,73.2,82,71,-1
79007,1,2001,1796160,72.4,100,54,-1
52126,1,2005,4895564,90.4,64,97,-1
45463,2,2018,5248610,73.5,96,50,66
99929,2,2020,1102506,72.60000000000001,79,55,71
58606,1,2009,6753811,81.5,95,68,-1
92919,2,2006,2250242,83.4,79,48,87
29313,1,2017,9064510,65.89999999999999,96,53,-1
15270,1,2017,5736406,75.55,84,53,71
15270,1,2018,9260588,95.69999999999999,77,99,-1
78834,2,2002,4363088,73.85,90,73,-1
99478,1,2010,6072169,88.0,95,52,88
42780,1,2018,9088129,61.9,60,59,62
10892,2,2004,2721648,53.15,75,50,52
52861,1,2018,7662545,60.45,65,44,58
74984,1,2017,9864732,80.5,96,65,-1
40439,1,2014,7611420,74.0,61,81,-1
27266,2,2014,8060246,69.19999999999999,72,52,68
39024,2,2019,3903712,67.5,78,63,-1
64142,2,2007,4745587,73.0,61,77,-1
86184,1,2006,3322475,88.0,91,85,-1
94050,1,2015,1148341,69.45,78,69,-1
47465,2,2016,1427571,82.05000000000001,65,53,96
40439,1,2018,1511460,77.0,79,75,-1
88431,1,2006,7571892,68.75,95,60,-1
90922,2,2006,5455366,96.6,91,99,-1
65674,1,2002,8168944,63.0,63,56,63
65723,1,2013,5716175,72.2,83,65,-1
72273,2,2019,7633798,97.95,78,99,-1
13378,2,2018,4196975,91.39999999999999,76,98,-1
89372,1,2020,3875211,85.8,84,44,87
67291,1,2005,6324172,60.75,69,45,58
79651,2,2008,4771767,80.25,76,81,-1
39024,2,2019,5861691,84.8,96,80,-1
67291,1,2005,6100092,68.0,89,61,-1
65715,1,2018,1812062,63.49999999999999,88,53,-1
64142,2,2007,5593833,60.5,74,53,56
62360,1,2009,2942920,71.25,67,72,-1
53872,2,2013,4053343,94.4,93,95,-1
47244,1,2007,9090837,81.7,88,43,81
53818,2,2013,4053343,77.0,60,64,77
74802,2,2018,9028190,66.5,65,52,67
99478,1,2010,1295466,70.0,83,52,70
82173,2,2015,1731592,71.7,69,72,-1
36370,1,2016,1914293,97.6,100,96,-1
27919,2,2005,5285544,61.25,85,54,60
62360,1,2009,6587803,95.0,95,52,95
94121,1,2007,4786943,78.95,73,80,-1
79007,1,2001,2006337,74.4,99,58,-1
63122,1,2002,7265538,62.39999999999999,89,51,-1
85553,1,2002,7395295,62.2,82,46,-1
35497,1,2016,7799637,85.35,93,84,-1
40667,2,2005,8607479,81.8,92,80,-1
70245,2,2016,2597420,60.800000000000004,100,51,-1
65998,1,2006,8392413,70.60000000000001,64,49,76
80742,1,2008,7487570,71.2,96,65,-1
15402,2,2007,1844386,89.60000000000001,72,94,-1
15270,1,2018,4363088,72.75,60,75,-1
98403,1,2005,2942920,76.0,91,49,76
95578,2,2003,2955844,87.3,63,90,-1
99327,2,2001,9449516,91.9,88,94,-1
79638,2,2006,6073928,88.0,73,88,-1
93831,2,2012,4244212,94.1,96,58,94
40439,1,2018,7021480,82.5,96,69,-1
46119,1,2003,5782616,81.4,75,83,-1
80245,1,2015,2692464,91.4,88,92,-1
92048,1,2003,2423302,56.6,60,60,56
67291,1,2010,4837537,75.80000000000001,68,81,-1
35497,1,2016,8316948,86.0,86,86,-1
89372,1,2020,6328957,81.6,87,78,-1
35497,1,2016,3779949,73.6,77,73,-1
40048,1,2020,7042000,79.4,75,83,-1
74023,1,2010,9926459,78.0,81,77,-1
74023,1,2010,4456988,80.0,95,75,-1
61022,2,2004,2427567,92.45,63,94,-1
85553,1,2002,1072845,67.4,68,67,-1
98373,2,2017,4553503,80.0,71,89,-1
96268,2,2016,7956671,94.0,76,96,-1
86959,1,2004,2253393,80.75,84,79,-1
82173,2,2005,4363088,71.35000000000001,62,79,-1
58606,1,2009,1109661,75.5,96,55,-1
20107,1,2010,2500070,92.0,73,93,-1
27064,1,2000,8297358,65.5,84,47,-1
60330,2,2007,3954980,86.64999999999999,80,49,87
99929,1,2001,4912665,95.19999999999999,100,92,-1
15282,1,2003,9620310,89.05,61,42,94
68669,1,2004,5577037,71.89999999999999,67,74,-1
49883,1,2009,4245949,82.39999999999999,62,59,96
74059,2,2014,1070048,82.6,61,85,-1
48271,1,2014,6072169,64.0,93,64,-1
94121,1,2007,1304031,75.89999999999999,98,72,-1
81438,1,2016,2423302,60.800000000000004,80,56,-1
22316,1,2001,3389922,90.64999999999999,90,91,-1
48271,1,2001,1346923,85.5,81,86,-1
49990,1,2000,4151690,76.7,65,47,78
90432,2,2005,4335077,72.2,73,50,72
73554,2,2004,6417666,81.5,74,89,-1
46361,1,2014,5810567,91.5,66,58,96
65998,2,2000,9563883,83.8,88,82,-1
39008,2,2002,3946770,61.550000000000004,70,57,-1
22316,2,2012,5248610,78.5,100,57,-1
74802,2,2018,1251116,61.0,67,59,-1
22316,1,2001,7571892,73.25,83,68,-1
66081,1,2006,5782616,86.0,76,86,-1
65998,1,2006,5374064,63.6,90,42,-1
81927,2,2006,5445552,87.45000000000002,99,78,-1
74023,1,2010,3770315,70.75,70,71,-1
96339,1,2014,3180611,86.1,63,96,-1
79007,2,2017,6209525,69.0,78,68,-1
50491,2,2002,4571258,94.4,62,62,98
80742,2,2014,3293835,74.0,81,74,-1
79651,1,2009,1663500,80.35,87,80,-1
96339,1,2014,3868841,76.3,70,79,-1
43284,2,2000,1097486,73.35,64,75,-1
51399,2,2000,5478300,69.0,72,45,68
69914,1,2018,5633024,65.8,62,66,-1
47465,2,2013,2600776,73.0,73,73,-1
34701,1,2013,3905103,88.64999999999999,64,93,-1
35978,1,2003,5686370,91.25,87,92,-1
63122,1,2002,8395811,69.5,94,59,-1
31981,1,2012,3480308,71.25,96,63,-1
46361,1,2015,1304031,81.75,96,77,-1
85553,1,2002,9535501,83.55000000000001,72,41,93
15270,1,2017,9535501,69.75,86,44,61
